trial_index,trial_type,response,story_pass,s_or_q,state,qtype,edge,altedge,slider_true_right,objective_pr,edge_count,altedge_count,ex_pr_edge,ex_pr_altedge,resp_objective,resp_ex_pr_edge,resp_ex_pr_altedge
232,html-slider-response,0.0,14,q,,Default,WalktofrontSayexcuseme,WalktofrontStepinfront,False,50.0,2.0,4.0,33.33333333333333,66.66666666666666,50.0,66.66666666666667,33.33333333333334
233,instructions,,14,s,Sayexcuseme,,,,,,128.0,128.0,50.0,50.0,,,
234,instructions,,14,s,Subjectstares,,,,,,129.0,129.0,50.0,50.0,,,
235,html-slider-response,100.0,14,q,,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0
236,instructions,,14,s,Turntobarista,,,,,,130.0,130.0,50.0,50.0,,,
237,html-slider-response,0.0,14,q,,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,False,100.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0
238,instructions,,14,s,Dessertcrumble,,,,,,131.0,131.0,50.0,50.0,,,
239,html-slider-response,100.0,14,q,,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,True,90.0,7.0,3.0,70.0,30.0,90.0,70.0,30.0
240,instructions,,14,s,Baristaorders,,,,,,132.0,132.0,50.0,50.0,,,
241,html-slider-response,100.0,14,q,,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,7.0,2.0,77.77777777777779,22.22222222222222,70.0,77.77777777777779,22.22222222222222
242,instructions,,14,s,Lovejuice,,,,,,133.0,133.0,50.0,50.0,,,
243,instructions,,14,s,END,,,,,,134.0,134.0,50.0,50.0,,,
